,item_id,item_name,category,price,order_details_id,order_id,order_date,order_time
78,101,Hamburger,American,12.95,1672,745,1/13/23,1:36:53 PM
79,101,Hamburger,American,12.95,1699,755,1/13/23,3:50:49 PM
80,101,Hamburger,American,12.95,1740,775,1/13/23,6:42:12 PM
81,101,Hamburger,American,12.95,1746,777,1/13/23,7:10:20 PM
82,101,Hamburger,American,12.95,1806,801,1/14/23,1:10:53 PM
83,101,Hamburger,American,12.95,1824,806,1/14/23,2:12:22 PM
84,101,Hamburger,American,12.95,1846,819,1/14/23,5:21:39 PM
85,101,Hamburger,American,12.95,1852,823,1/14/23,5:42:17 PM
86,101,Hamburger,American,12.95,1886,835,1/14/23,7:56:01 PM
87,101,Hamburger,American,12.95,1887,835,1/14/23,7:56:01 PM
88,101,Hamburger,American,12.95,1921,851,1/15/23,12:20:22 PM
89,101,Hamburger,American,12.95,2000,889,1/15/23,5:27:51 PM
90,101,Hamburger,American,12.95,2007,895,1/15/23,6:18:11 PM
91,101,Hamburger,American,12.95,2025,904,1/15/23,8:07:01 PM
92,101,Hamburger,American,12.95,2027,905,1/15/23,8:12:06 PM
93,101,Hamburger,American,12.95,2035,909,1/16/23,11:19:25 AM
94,101,Hamburger,American,12.95,2041,911,1/16/23,11:36:00 AM
95,101,Hamburger,American,12.95,2046,915,1/16/23,12:20:22 PM
96,101,Hamburger,American,12.95,2061,920,1/16/23,1:16:55 PM
97,101,Hamburger,American,12.95,2092,931,1/16/23,3:27:24 PM
98,101,Hamburger,American,12.95,2115,942,1/16/23,5:18:37 PM
99,101,Hamburger,American,12.95,2119,945,1/16/23,5:58:38 PM
100,101,Hamburger,American,12.95,2142,953,1/16/23,7:12:08 PM
101,101,Hamburger,American,12.95,2159,961,1/16/23,7:42:20 PM
102,101,Hamburger,American,12.95,2193,978,1/17/23,12:24:36 PM
103,101,Hamburger,American,12.95,2211,981,1/17/23,1:56:46 PM
104,101,Hamburger,American,12.95,2222,987,1/17/23,2:41:14 PM
105,101,Hamburger,American,12.95,2231,993,1/17/23,4:16:59 PM
106,101,Hamburger,American,12.95,2249,1002,1/17/23,5:29:41 PM
107,101,Hamburger,American,12.95,2255,1005,1/17/23,5:49:51 PM
108,101,Hamburger,American,12.95,2281,1018,1/17/23,8:38:50 PM
109,101,Hamburger,American,12.95,2287,1020,1/17/23,9:04:20 PM
110,101,Hamburger,American,12.95,2288,1020,1/17/23,9:04:20 PM
111,101,Hamburger,American,12.95,2291,1021,1/17/23,9:11:31 PM
112,101,Hamburger,American,12.95,2297,1024,1/17/23,9:21:23 PM
113,101,Hamburger,American,12.95,2314,1032,1/18/23,11:45:13 AM
114,101,Hamburger,American,12.95,2316,1034,1/18/23,12:07:59 PM
115,101,Hamburger,American,12.95,2354,1047,1/18/23,2:50:37 PM
116,101,Hamburger,American,12.95,2358,1049,1/18/23,2:57:48 PM
117,101,Hamburger,American,12.95,2366,1054,1/18/23,3:56:04 PM
118,101,Hamburger,American,12.95,2369,1056,1/18/23,4:12:18 PM
119,101,Hamburger,American,12.95,2375,1059,1/18/23,4:30:14 PM
120,101,Hamburger,American,12.95,2389,1065,1/18/23,5:48:16 PM
121,101,Hamburger,American,12.95,2405,1070,1/18/23,6:21:27 PM
122,101,Hamburger,American,12.95,2438,1086,1/19/23,11:57:17 AM
123,101,Hamburger,American,12.95,2450,1090,1/19/23,12:14:24 PM
124,101,Hamburger,American,12.95,2458,1092,1/19/23,12:23:38 PM
125,101,Hamburger,American,12.95,2482,1097,1/19/23,1:02:07 PM
126,101,Hamburger,American,12.95,2536,1123,1/19/23,6:21:36 PM
127,101,Hamburger,American,12.95,2650,1170,1/20/23,4:37:24 PM
128,101,Hamburger,American,12.95,2673,1182,1/20/23,6:33:48 PM
129,101,Hamburger,American,12.95,2685,1189,1/20/23,7:40:47 PM
130,101,Hamburger,American,12.95,2737,1214,1/21/23,2:00:05 PM
131,101,Hamburger,American,12.95,2749,1216,1/21/23,2:08:29 PM
132,101,Hamburger,American,12.95,2807,1241,1/21/23,6:43:02 PM
133,101,Hamburger,American,12.95,2816,1244,1/21/23,7:24:32 PM
134,101,Hamburger,American,12.95,2848,1259,1/22/23,12:22:47 PM
135,101,Hamburger,American,12.95,2858,1265,1/22/23,12:59:26 PM
136,101,Hamburger,American,12.95,2869,1266,1/22/23,12:59:51 PM
137,101,Hamburger,American,12.95,2883,1274,1/22/23,1:24:14 PM
138,101,Hamburger,American,12.95,2884,1274,1/22/23,1:24:14 PM
139,101,Hamburger,American,12.95,2900,1278,1/22/23,2:07:34 PM
140,101,Hamburger,American,12.95,2922,1289,1/22/23,5:11:54 PM
141,101,Hamburger,American,12.95,2924,1290,1/22/23,5:17:19 PM
142,101,Hamburger,American,12.95,2954,1301,1/22/23,6:42:08 PM
143,101,Hamburger,American,12.95,3014,1328,1/23/23,12:29:42 PM
144,101,Hamburger,American,12.95,3050,1347,1/23/23,3:32:59 PM
145,101,Hamburger,American,12.95,3063,1353,1/23/23,4:21:26 PM
146,101,Hamburger,American,12.95,3077,1362,1/23/23,5:46:43 PM
147,101,Hamburger,American,12.95,3083,1364,1/23/23,5:50:42 PM
148,101,Hamburger,American,12.95,3093,1368,1/23/23,6:22:01 PM
149,101,Hamburger,American,12.95,3099,1371,1/23/23,6:54:00 PM
150,101,Hamburger,American,12.95,3106,1375,1/23/23,7:12:48 PM
151,101,Hamburger,American,12.95,3107,1375,1/23/23,7:12:48 PM
152,101,Hamburger,American,12.95,3114,1378,1/23/23,7:23:24 PM
153,101,Hamburger,American,12.95,3133,1386,1/23/23,9:01:24 PM
154,101,Hamburger,American,12.95,3147,1393,1/24/23,12:43:03 PM
155,101,Hamburger,American,12.95,3171,1405,1/24/23,3:00:13 PM
156,101,Hamburger,American,12.95,3246,1437,1/24/23,7:47:50 PM
157,101,Hamburger,American,12.95,3272,1450,1/24/23,9:23:08 PM
158,101,Hamburger,American,12.95,3273,1450,1/24/23,9:23:08 PM
159,101,Hamburger,American,12.95,3289,1456,1/25/23,1:35:14 PM
160,101,Hamburger,American,12.95,3290,1457,1/25/23,1:35:53 PM
161,101,Hamburger,American,12.95,3314,1464,1/25/23,2:43:49 PM
162,101,Hamburger,American,12.95,3319,1467,1/25/23,2:50:29 PM
163,101,Hamburger,American,12.95,3320,1468,1/25/23,3:05:16 PM
164,101,Hamburger,American,12.95,3324,1470,1/25/23,3:29:05 PM
165,101,Hamburger,American,12.95,3340,1476,1/25/23,5:05:06 PM
166,101,Hamburger,American,12.95,3371,1492,1/25/23,8:46:56 PM
167,101,Hamburger,American,12.95,3456,1533,1/26/23,4:08:02 PM
168,101,Hamburger,American,12.95,3461,1535,1/26/23,4:38:21 PM
169,101,Hamburger,American,12.95,3518,1565,1/27/23,1:21:20 PM
170,101,Hamburger,American,12.95,3530,1569,1/27/23,1:38:50 PM
171,101,Hamburger,American,12.95,3544,1571,1/27/23,2:32:25 PM
172,101,Hamburger,American,12.95,3549,1574,1/27/23,3:32:22 PM
173,101,Hamburger,American,12.95,3649,1619,1/28/23,11:36:34 AM
174,101,Hamburger,American,12.95,3660,1627,1/28/23,12:09:40 PM
175,101,Hamburger,American,12.95,3681,1637,1/28/23,1:21:08 PM
176,101,Hamburger,American,12.95,3688,1639,1/28/23,1:37:57 PM
177,101,Hamburger,American,12.95,3706,1644,1/28/23,3:01:14 PM
178,101,Hamburger,American,12.95,3707,1644,1/28/23,3:01:14 PM
179,101,Hamburger,American,12.95,3710,1646,1/28/23,3:28:30 PM
180,101,Hamburger,American,12.95,3719,1650,1/28/23,4:35:45 PM
181,101,Hamburger,American,12.95,3730,1655,1/28/23,6:15:14 PM
182,101,Hamburger,American,12.95,3737,1657,1/28/23,6:24:14 PM
183,101,Hamburger,American,12.95,3766,1671,1/29/23,11:55:01 AM
184,101,Hamburger,American,12.95,3780,1681,1/29/23,1:23:39 PM
185,101,Hamburger,American,12.95,3782,1682,1/29/23,1:27:10 PM
186,101,Hamburger,American,12.95,3785,1684,1/29/23,1:33:16 PM
187,101,Hamburger,American,12.95,3791,1685,1/29/23,1:36:52 PM
188,101,Hamburger,American,12.95,3819,1696,1/29/23,3:26:55 PM
189,101,Hamburger,American,12.95,3830,1703,1/29/23,5:47:55 PM
190,101,Hamburger,American,12.95,3842,1709,1/29/23,6:55:40 PM
191,101,Hamburger,American,12.95,3867,1721,1/29/23,8:38:52 PM
192,101,Hamburger,American,12.95,3885,1732,1/30/23,12:20:46 PM
193,101,Hamburger,American,12.95,3889,1734,1/30/23,12:36:42 PM
194,101,Hamburger,American,12.95,3907,1738,1/30/23,1:46:49 PM
195,101,Hamburger,American,12.95,3911,1739,1/30/23,1:49:56 PM
196,101,Hamburger,American,12.95,3912,1739,1/30/23,1:49:56 PM
197,101,Hamburger,American,12.95,3917,1744,1/30/23,2:26:51 PM
198,101,Hamburger,American,12.95,3931,1750,1/30/23,4:12:42 PM
199,101,Hamburger,American,12.95,3939,1754,1/30/23,5:11:32 PM
200,101,Hamburger,American,12.95,3988,1781,1/30/23,9:05:03 PM
201,101,Hamburger,American,12.95,3990,1782,1/30/23,9:05:29 PM
202,101,Hamburger,American,12.95,4021,1795,1/31/23,1:21:53 PM
203,101,Hamburger,American,12.95,4022,1795,1/31/23,1:21:53 PM
204,101,Hamburger,American,12.95,4091,1819,1/31/23,6:06:26 PM
205,101,Hamburger,American,12.95,4133,1837,1/31/23,8:56:35 PM
206,101,Hamburger,American,12.95,4197,1865,2/1/23,2:09:37 PM
207,101,Hamburger,American,12.95,4225,1876,2/1/23,3:56:21 PM
208,101,Hamburger,American,12.95,4258,1889,2/1/23,5:03:26 PM
209,101,Hamburger,American,12.95,4284,1901,2/1/23,5:47:51 PM
210,101,Hamburger,American,12.95,4293,1905,2/1/23,6:14:34 PM
211,101,Hamburger,American,12.95,4298,1908,2/1/23,6:28:56 PM
212,101,Hamburger,American,12.95,4300,1910,2/1/23,6:57:06 PM
213,101,Hamburger,American,12.95,4308,1916,2/1/23,7:27:59 PM
214,101,Hamburger,American,12.95,4316,1920,2/1/23,8:04:38 PM
215,101,Hamburger,American,12.95,4323,1923,2/1/23,8:34:14 PM
216,101,Hamburger,American,12.95,4325,1924,2/1/23,8:40:02 PM
217,101,Hamburger,American,12.95,4335,1928,2/1/23,9:57:20 PM
218,101,Hamburger,American,12.95,4374,1947,2/2/23,1:12:14 PM
219,101,Hamburger,American,12.95,4379,1949,2/2/23,1:14:06 PM
220,101,Hamburger,American,12.95,4432,1970,2/2/23,5:30:16 PM
221,101,Hamburger,American,12.95,4462,1986,2/2/23,8:07:17 PM
222,101,Hamburger,American,12.95,4472,1989,2/2/23,9:15:17 PM
223,101,Hamburger,American,12.95,4484,1995,2/2/23,10:19:33 PM
224,101,Hamburger,American,12.95,4503,2000,2/3/23,12:14:27 PM
225,101,Hamburger,American,12.95,4533,2007,2/3/23,12:37:21 PM
226,101,Hamburger,American,12.95,4552,2016,2/3/23,1:47:00 PM
227,101,Hamburger,American,12.95,4555,2017,2/3/23,1:51:56 PM
228,101,Hamburger,American,12.95,4587,2033,2/3/23,5:13:15 PM
229,101,Hamburger,American,12.95,4594,2036,2/3/23,5:17:29 PM
230,101,Hamburger,American,12.95,4602,2042,2/3/23,6:01:43 PM
231,101,Hamburger,American,12.95,4615,2049,2/3/23,7:00:24 PM
232,101,Hamburger,American,12.95,4652,2064,2/4/23,12:26:39 PM
233,101,Hamburger,American,12.95,4670,2073,2/4/23,1:35:51 PM
234,101,Hamburger,American,12.95,4694,2076,2/4/23,2:11:44 PM
235,101,Hamburger,American,12.95,4697,2078,2/4/23,2:49:29 PM
236,101,Hamburger,American,12.95,4713,2087,2/4/23,4:39:18 PM
237,101,Hamburger,American,12.95,4717,2090,2/4/23,5:17:07 PM
238,101,Hamburger,American,12.95,4729,2095,2/4/23,5:49:55 PM
239,101,Hamburger,American,12.95,4748,2103,2/4/23,7:38:28 PM
240,101,Hamburger,American,12.95,4768,2111,2/4/23,9:28:44 PM
241,101,Hamburger,American,12.95,4772,2112,2/4/23,10:07:51 PM
242,101,Hamburger,American,12.95,4797,2126,2/5/23,1:31:29 PM
243,101,Hamburger,American,12.95,4798,2126,2/5/23,1:31:29 PM
244,101,Hamburger,American,12.95,4841,2142,2/5/23,5:36:09 PM
245,101,Hamburger,American,12.95,4861,2151,2/5/23,6:22:28 PM
246,101,Hamburger,American,12.95,4867,2154,2/5/23,6:55:27 PM
247,101,Hamburger,American,12.95,4883,2161,2/5/23,8:10:24 PM
248,101,Hamburger,American,12.95,4927,2183,2/6/23,12:25:17 PM
249,101,Hamburger,American,12.95,4983,2203,2/6/23,4:11:41 PM
250,101,Hamburger,American,12.95,4988,2205,2/6/23,4:39:28 PM
251,101,Hamburger,American,12.95,5011,2217,2/6/23,6:21:44 PM
252,101,Hamburger,American,12.95,5023,2222,2/6/23,6:51:55 PM
253,101,Hamburger,American,12.95,5040,2232,2/6/23,8:50:02 PM
254,101,Hamburger,American,12.95,5068,2243,2/7/23,12:22:59 PM
255,101,Hamburger,American,12.95,5083,2253,2/7/23,2:54:01 PM
256,101,Hamburger,American,12.95,5084,2254,2/7/23,3:00:58 PM
257,101,Hamburger,American,12.95,5105,2260,2/7/23,3:43:28 PM
258,101,Hamburger,American,12.95,5116,2265,2/7/23,5:05:42 PM
259,101,Hamburger,American,12.95,5177,2293,2/7/23,9:14:52 PM
260,101,Hamburger,American,12.95,5209,2309,2/8/23,1:06:36 PM
261,101,Hamburger,American,12.95,5233,2317,2/8/23,2:49:35 PM
262,101,Hamburger,American,12.95,5246,2323,2/8/23,4:07:18 PM
263,101,Hamburger,American,12.95,5284,2341,2/8/23,7:07:53 PM
264,101,Hamburger,American,12.95,5294,2346,2/8/23,8:25:39 PM
265,101,Hamburger,American,12.95,5301,2348,2/8/23,8:58:36 PM
266,101,Hamburger,American,12.95,5333,2364,2/9/23,12:52:36 PM
267,101,Hamburger,American,12.95,5373,2375,2/9/23,3:14:42 PM
268,101,Hamburger,American,12.95,5376,2376,2/9/23,3:25:59 PM
269,101,Hamburger,American,12.95,5392,2382,2/9/23,5:09:34 PM
270,101,Hamburger,American,12.95,5402,2387,2/9/23,5:38:39 PM
271,101,Hamburger,American,12.95,5416,2394,2/9/23,6:14:43 PM
272,101,Hamburger,American,12.95,5451,2409,2/10/23,11:28:16 AM
273,101,Hamburger,American,12.95,5460,2413,2/10/23,12:10:19 PM
274,101,Hamburger,American,12.95,5521,2442,2/10/23,4:49:38 PM
275,101,Hamburger,American,12.95,5564,2462,2/10/23,8:18:10 PM
276,101,Hamburger,American,12.95,5565,2462,2/10/23,8:18:10 PM
277,101,Hamburger,American,12.95,5595,2479,2/11/23,12:35:27 PM
278,101,Hamburger,American,12.95,5615,2488,2/11/23,1:43:20 PM
279,101,Hamburger,American,12.95,5627,2492,2/11/23,2:20:32 PM
280,101,Hamburger,American,12.95,5705,2527,2/11/23,7:53:46 PM
281,101,Hamburger,American,12.95,5720,2533,2/11/23,9:34:53 PM
282,101,Hamburger,American,12.95,5737,2544,2/12/23,12:03:27 PM
283,101,Hamburger,American,12.95,5742,2547,2/12/23,12:45:49 PM
284,101,Hamburger,American,12.95,5743,2547,2/12/23,12:45:49 PM
285,101,Hamburger,American,12.95,5754,2548,2/12/23,12:48:03 PM
286,101,Hamburger,American,12.95,5755,2548,2/12/23,12:48:03 PM
287,101,Hamburger,American,12.95,5764,2552,2/12/23,1:47:03 PM
288,101,Hamburger,American,12.95,5767,2555,2/12/23,2:00:00 PM
289,101,Hamburger,American,12.95,5794,2568,2/12/23,3:53:33 PM
290,101,Hamburger,American,12.95,5831,2586,2/12/23,7:04:06 PM
291,101,Hamburger,American,12.95,5836,2588,2/12/23,8:01:13 PM
292,101,Hamburger,American,12.95,5873,2603,2/13/23,12:22:43 PM
293,101,Hamburger,American,12.95,5874,2604,2/13/23,12:33:36 PM
294,101,Hamburger,American,12.95,5878,2606,2/13/23,12:56:00 PM
295,101,Hamburger,American,12.95,5882,2609,2/13/23,1:12:42 PM
296,101,Hamburger,American,12.95,5888,2612,2/13/23,1:43:11 PM
297,101,Hamburger,American,12.95,5908,2617,2/13/23,2:38:42 PM
298,101,Hamburger,American,12.95,5952,2637,2/13/23,6:17:35 PM
299,101,Hamburger,American,12.95,5958,2640,2/13/23,7:21:23 PM
300,101,Hamburger,American,12.95,5976,2648,2/13/23,8:48:10 PM
301,101,Hamburger,American,12.95,6011,2665,2/13/23,10:41:26 PM
302,101,Hamburger,American,12.95,6027,2675,2/14/23,2:41:49 PM
303,101,Hamburger,American,12.95,6046,2678,2/14/23,3:47:53 PM
304,101,Hamburger,American,12.95,6058,2688,2/14/23,5:43:28 PM
305,101,Hamburger,American,12.95,6061,2690,2/14/23,5:49:26 PM
306,101,Hamburger,American,12.95,6073,2695,2/14/23,6:15:16 PM
307,101,Hamburger,American,12.95,6132,2716,2/14/23,9:33:46 PM
308,101,Hamburger,American,12.95,6133,2716,2/14/23,9:33:46 PM
309,101,Hamburger,American,12.95,6138,2718,2/14/23,10:16:39 PM
310,101,Hamburger,American,12.95,6144,2720,2/14/23,10:29:54 PM
311,101,Hamburger,American,12.95,6146,2722,2/14/23,10:52:37 PM
312,101,Hamburger,American,12.95,6153,2725,2/15/23,11:52:00 AM
313,101,Hamburger,American,12.95,6185,2736,2/15/23,3:11:36 PM
314,101,Hamburger,American,12.95,6228,2756,2/15/23,5:50:18 PM
315,101,Hamburger,American,12.95,6260,2772,2/15/23,9:02:21 PM
316,101,Hamburger,American,12.95,6268,2774,2/15/23,9:02:44 PM
317,101,Hamburger,American,12.95,6338,2802,2/16/23,4:01:31 PM
318,101,Hamburger,American,12.95,6371,2816,2/16/23,6:21:37 PM
319,101,Hamburger,American,12.95,6401,2830,2/17/23,11:51:54 AM
320,101,Hamburger,American,12.95,6408,2834,2/17/23,12:43:07 PM
321,101,Hamburger,American,12.95,6419,2843,2/17/23,1:36:33 PM
322,101,Hamburger,American,12.95,6478,2867,2/17/23,5:36:38 PM
323,101,Hamburger,American,12.95,6479,2867,2/17/23,5:36:38 PM
324,101,Hamburger,American,12.95,6513,2883,2/17/23,9:51:06 PM
325,101,Hamburger,American,12.95,6518,2885,2/17/23,10:20:14 PM
326,101,Hamburger,American,12.95,6521,2887,2/17/23,10:25:41 PM
327,101,Hamburger,American,12.95,6538,2895,2/18/23,12:06:59 PM
328,101,Hamburger,American,12.95,6606,2921,2/18/23,5:13:58 PM
329,101,Hamburger,American,12.95,6637,2933,2/18/23,6:50:39 PM
330,101,Hamburger,American,12.95,6650,2937,2/18/23,7:57:16 PM
331,101,Hamburger,American,12.95,6654,2939,2/18/23,8:08:11 PM
332,101,Hamburger,American,12.95,6710,2961,2/19/23,1:13:54 PM
333,101,Hamburger,American,12.95,6737,2969,2/19/23,2:10:09 PM
334,101,Hamburger,American,12.95,6739,2971,2/19/23,2:32:56 PM
335,101,Hamburger,American,12.95,6756,2981,2/19/23,5:21:47 PM
336,101,Hamburger,American,12.95,6771,2989,2/19/23,6:11:40 PM
337,101,Hamburger,American,12.95,6779,2994,2/19/23,6:58:08 PM
338,101,Hamburger,American,12.95,6794,3001,2/19/23,8:34:39 PM
339,101,Hamburger,American,12.95,6828,3015,2/20/23,12:59:05 PM
340,101,Hamburger,American,12.95,6839,3019,2/20/23,1:15:28 PM
341,101,Hamburger,American,12.95,6848,3024,2/20/23,1:35:59 PM
342,101,Hamburger,American,12.95,6867,3031,2/20/23,2:06:14 PM
343,101,Hamburger,American,12.95,6882,3037,2/20/23,3:16:15 PM
344,101,Hamburger,American,12.95,6890,3041,2/20/23,4:25:39 PM
345,101,Hamburger,American,12.95,6904,3047,2/20/23,5:42:09 PM
346,101,Hamburger,American,12.95,6965,3074,2/20/23,9:39:19 PM
347,101,Hamburger,American,12.95,6981,3082,2/21/23,12:37:30 PM
348,101,Hamburger,American,12.95,6982,3082,2/21/23,12:37:30 PM
349,101,Hamburger,American,12.95,7015,3095,2/21/23,3:11:34 PM
350,101,Hamburger,American,12.95,7024,3097,2/21/23,3:25:30 PM
351,101,Hamburger,American,12.95,7038,3103,2/21/23,4:37:19 PM
352,101,Hamburger,American,12.95,7046,3108,2/21/23,5:28:57 PM
353,101,Hamburger,American,12.95,7070,3120,2/21/23,7:21:02 PM
354,101,Hamburger,American,12.95,7092,3132,2/21/23,10:55:11 PM
355,101,Hamburger,American,12.95,7100,3135,2/22/23,12:00:54 PM
356,101,Hamburger,American,12.95,7110,3138,2/22/23,1:02:28 PM
357,101,Hamburger,American,12.95,7131,3145,2/22/23,3:41:07 PM
358,101,Hamburger,American,12.95,7184,3169,2/22/23,9:50:42 PM
359,101,Hamburger,American,12.95,7192,3172,2/23/23,11:52:30 AM
360,101,Hamburger,American,12.95,7206,3179,2/23/23,12:41:52 PM
361,101,Hamburger,American,12.95,7222,3187,2/23/23,1:27:18 PM
362,101,Hamburger,American,12.95,7291,3212,2/23/23,6:33:38 PM
363,101,Hamburger,American,12.95,7337,3234,2/24/23,12:34:37 PM
364,101,Hamburger,American,12.95,7338,3234,2/24/23,12:34:37 PM
365,101,Hamburger,American,12.95,7348,3236,2/24/23,12:50:51 PM
366,101,Hamburger,American,12.95,7375,3250,2/24/23,4:09:29 PM
367,101,Hamburger,American,12.95,7400,3261,2/24/23,5:50:57 PM
368,101,Hamburger,American,12.95,7407,3263,2/24/23,6:11:03 PM
369,101,Hamburger,American,12.95,7438,3279,2/24/23,9:35:05 PM
370,101,Hamburger,American,12.95,7451,3285,2/25/23,11:47:42 AM
371,101,Hamburger,American,12.95,7456,3287,2/25/23,12:00:21 PM
372,101,Hamburger,American,12.95,7487,3296,2/25/23,12:45:11 PM
373,101,Hamburger,American,12.95,7516,3310,2/25/23,3:39:00 PM
374,101,Hamburger,American,12.95,7566,3333,2/25/23,7:44:04 PM
375,101,Hamburger,American,12.95,7608,3355,2/26/23,1:04:26 PM
376,101,Hamburger,American,12.95,7629,3363,2/26/23,1:52:23 PM
377,101,Hamburger,American,12.95,7704,3392,2/26/23,6:49:00 PM
378,101,Hamburger,American,12.95,7731,3403,2/27/23,11:57:25 AM
379,101,Hamburger,American,12.95,7747,3412,2/27/23,12:40:41 PM
